wavenumber / cm-1,Absorbance
3363.969,-0.0009307973
3363.848,-0.0009389968
3363.728,-0.0009591976
3363.607,-0.000989315
3363.487,-0.00102419
3363.366,-0.001057873
3363.246,-0.001085373
3363.125,-0.001102493
3363.004,-0.001106525
3362.884,-0.001096247
3362.763,-0.001072978
3362.643,-0.001041214
3362.522,-0.001007761
3362.402,-0.0009818437
3362.281,-0.0009712316
3362.161,-0.0009797279
3362.04,-0.001004191
3361.92,-0.001035297
3361.799,-0.001060121
3361.679,-0.001066698
3361.558,-0.001049279
3361.438,-0.001011265
3361.317,-0.0009643881
3361.197,-0.0009236225
3361.076,-0.0009023621
3360.956,-0.0009072226
3360.835,-0.0009351285
3360.714,-0.0009760583
3360.594,-0.001016224
3360.473,-0.001045114
3360.353,-0.001056948
3360.232,-0.001053014
3360.112,-0.001038867
3359.991,-0.001021282
3359.871,-0.001005216
3359.75,-0.000992125
3359.63,-0.0009810503
3359.509,-0.0009704712
3359.389,-0.0009599249
3359.268,-0.0009505686
3359.147,-0.0009453448
3359.027,-0.0009472293
3358.906,-0.0009576437
3358.786,-0.0009769179
3358.666,-0.001004092
3358.545,-0.001037049
3358.424,-0.001073474
3358.304,-0.001110491
3358.183,-0.001144002
3358.063,-0.00116915
3357.942,-0.001180749
3357.822,-0.001175693
3357.701,-0.001154312
3357.581,-0.001121166
3357.46,-0.001085042
3357.34,-0.00105513
3357.219,-0.001038503
3357.099,-0.001036983
3356.978,-0.001046866
3356.857,-0.001059162
3356.737,-0.001063757
3356.616,-0.001053312
3356.496,-0.001025414
3356.375,-0.0009833644
3356.255,-0.0009337399
3356.134,-0.0008850686
3356.014,-0.0008442956
3355.893,-0.0008154579
3355.773,-0.0008003438
3355.652,-0.000799087
3355.532,-0.000810927
3355.411,-0.0008348376
3355.291,-0.0008683697
3355.17,-0.0009078509
3355.05,-0.0009472624
3354.929,-0.0009796618
3354.809,-0.0009993978
3354.688,-0.001003332
3354.567,-0.0009921581
3354.447,-0.0009711985
3354.326,-0.0009471632
3354.206,-0.0009267636
3354.085,-0.0009142985
3353.965,-0.0009108598
3353.844,-0.0009142654
3353.724,-0.0009209774
3353.603,-0.0009273918
3353.483,-0.0009313594
3353.362,-0.000932252
3353.242,-0.0009309957
3353.121,-0.0009287143
3353,-0.0009268628
3352.88,-0.0009262015
3352.76,-0.0009273256
3352.639,-0.0009304336
3352.518,-0.0009356906
3352.398,-0.0009430305
3352.277,-0.0009521886
3352.157,-0.0009627681
3352.036,-0.0009745376
3351.916,-0.0009873646
3351.795,-0.001001679
3351.675,-0.001017315
3351.554,-0.001033843
3351.434,-0.001049841
3351.313,-0.001062964
3351.193,-0.001071293
3351.072,-0.001073408
3350.952,-0.001070367
3350.831,-0.001064682
3350.71,-0.001060385
3350.59,-0.00106065
3350.469,-0.001067161
3350.349,-0.001078994
3350.228,-0.001093404
3350.108,-0.001106657
3349.987,-0.001116837
3349.867,-0.001124008
3349.746,-0.001130717
3349.626,-0.001140598
3349.505,-0.001156427
3349.385,-0.001178865
3349.264,-0.001205432
3349.144,-0.001231567
3349.023,-0.001251061
3348.903,-0.001259651
3348.782,-0.001254629
3348.661,-0.001236259
3348.541,-0.001206952
3348.42,-0.001170736
3348.3,-0.001132336
3348.179,-0.001096346
3348.059,-0.001066963
3347.938,-0.001047032
3347.818,-0.001037809
3347.697,-0.001037776
3347.577,-0.001042834
3347.456,-0.001047627
3347.336,-0.001045709
3347.215,-0.001032487
3347.095,-0.001007034
3346.974,-0.0009719259
3346.854,-0.0009330786
3346.733,-0.0008977329
3346.613,-0.0008728338
3346.492,-0.0008628143
3346.371,-0.0008686342
3346.251,-0.0008892681
3346.13,-0.0009210766
3346.01,-0.0009599249
3345.889,-0.001000852
3345.769,-0.001038173
3345.648,-0.001066864
3345.528,-0.001081142
3345.407,-0.001077242
3345.287,-0.001054138
3345.166,-0.001014769
3345.046,-0.0009656113
3344.925,-0.0009162824
3344.804,-0.0008769011
3344.684,-0.0008547786
3344.563,-0.0008541833
3344.443,-0.0008742557
3344.323,-0.0009105952
3344.202,-0.0009565196
3344.081,-0.001004059
3343.961,-0.001046701
3343.84,-0.001078101
3343.72,-0.001093999
3343.599,-0.001091983
3343.479,-0.001072417
3343.358,-0.001038867
3343.238,-0.0009981085
3343.117,-0.0009592968
3342.997,-0.0009316569
3342.876,-0.0009217048
3342.756,-0.0009317892
3342.635,-0.0009589331
3342.514,-0.000996092
3342.394,-0.001033909
3342.273,-0.001064517
3342.153,-0.001082398
3342.032,-0.001085968
3341.912,-0.001076151
3341.791,-0.001055626
3341.671,-0.001027794
3341.55,-0.0009952656
3341.43,-0.0009609167
3341.309,-0.0009281192
3341.189,-0.0009001137
3341.068,-0.000880307
3340.948,-0.0008703868
3340.827,-0.0008697254
3340.707,-0.0008754131
3340.586,-0.0008823902
3340.466,-0.0008864574
3340.345,-0.000884771
3340.224,-0.000876868
3340.104,-0.0008643023
3339.983,-0.0008498182
3339.863,-0.0008344738
3339.742,-0.0008183682
3339.622,-0.0007998146
3339.501,-0.0007776881
3339.381,-0.0007532121
3339.26,-0.0007303556
3339.14,-0.0007154701
3339.019,-0.0007152054
3338.899,-0.0007339611
3338.778,-0.0007719992
3338.657,-0.0008246517
3338.537,-0.0008835806
3338.417,-0.0009398234
3338.296,-0.0009859761
3338.176,-0.001018207
3338.055,-0.001036157
3337.934,-0.001043594
3337.814,-0.001045247
3337.693,-0.001044685
3337.573,-0.00104485
3337.452,-0.001045842
3337.332,-0.00104561
3337.211,-0.001041743
3337.091,-0.001031826
3336.97,-0.001015397
3336.85,-0.0009944391
3336.729,-0.0009740747
3336.609,-0.0009611812
3336.488,-0.0009629334
3336.367,-0.0009838603
3336.247,-0.00102419
3336.126,-0.0010783
3336.006,-0.001136137
3335.885,-0.0011863
3335.765,-0.001218252
3335.644,-0.001227437
3335.524,-0.001214783
3335.403,-0.001186796
3335.283,-0.001152363
3335.162,-0.001119018
3335.042,-0.001091157
3334.921,-0.00106931
3334.801,-0.001052188
3334.68,-0.001038603
3334.56,-0.001029711
3334.439,-0.001028984
3334.319,-0.001040255
3334.198,-0.001065079
3334.077,-0.001100973
3333.957,-0.001140069
3333.836,-0.001172752
3333.716,-0.001190199
3333.595,-0.001186762
3333.475,-0.001162739
3333.354,-0.001122455
3333.234,-0.001072383
3333.113,-0.001018935
3332.993,-0.0009660742
3332.872,-0.000917109
3332.752,-0.0008745863
3332.631,-0.0008431051
3332.51,-0.0008281242
3332.39,-0.0008341761
3332.27,-0.0008626819
3332.149,-0.0009089751
3332.029,-0.0009635946
3331.908,-0.001012984
3331.787,-0.001045676
3331.667,-0.001055989
3331.546,-0.001046668
3331.426,-0.001026967
3331.305,-0.001009811
3331.185,-0.001006571
3331.064,-0.001022637
3330.944,-0.001056154
3330.823,-0.001099651
3330.703,-0.001143671
3330.582,-0.001180385
3330.462,-0.001204969
3330.341,-0.0012166
3330.22,-0.001216236
3330.1,-0.00120606
3329.979,-0.001186762
3329.859,-0.001160062
3329.739,-0.001127875
3329.618,-0.001093636
3329.497,-0.001062468
3329.377,-0.001039363
3329.256,-0.001027529
3329.136,-0.001027199
3329.015,-0.001035562
3328.895,-0.001048982
3328.774,-0.001063658
3328.654,-0.001077804
3328.533,-0.001091487
3328.413,-0.001104906
3328.292,-0.001117861
3328.172,-0.001127214
3328.051,-0.001128602
3327.93,-0.001117927
3327.81,-0.001093437
3327.689,-0.001058171
3327.569,-0.001018703
3327.448,-0.0009834305
3327.328,-0.0009605531
3327.207,-0.000954569
3327.087,-0.0009650824
3326.966,-0.000988753
3326.846,-0.001019794
3326.725,-0.00105275
3326.605,-0.001082861
3326.484,-0.00110755
3326.364,-0.001124173
3326.243,-0.001130882
3326.123,-0.001126288
3326.002,-0.001110855
3325.882,-0.001087819
3325.761,-0.001062501
3325.64,-0.001042305
3325.52,-0.001033644
3325.399,-0.001039231
3325.279,-0.001057543
3325.158,-0.001082762
3325.038,-0.001107748
3324.917,-0.00112609
3324.797,-0.001134451
3324.676,-0.00113346
3324.556,-0.00112566
3324.435,-0.001113532
3324.315,-0.001097271
3324.194,-0.001075457
3324.073,-0.001045214
3323.953,-0.001005844
3323.833,-0.0009598257
3323.712,-0.0009141001
3323.591,-0.0008767688
3323.471,-0.0008556053
3323.35,-0.0008547786
3323.23,-0.0008728338
3323.109,-0.0009037178
3322.989,-0.0009392283
3322.868,-0.0009715952
3322.748,-0.0009957283
3322.627,-0.001009712
3322.507,-0.001014009
3322.386,-0.001010307
3322.266,-0.001000059
3322.145,-0.0009841579
3322.025,-0.0009642228
3321.904,-0.0009428321
3321.783,-0.0009237548
3321.663,-0.0009129759
3321.542,-0.0009146291
3321.422,-0.000931723
3321.301,-0.0009638922
3321.181,-0.001007827
3321.06,-0.001057873
3320.94,-0.001107583
3320.819,-0.001151537
3320.699,-0.001185705
3320.578,-0.001207811
3320.458,-0.001217327
3320.337,-0.001215774
3320.217,-0.001205894
3320.096,-0.001191587
3319.976,-0.001177675
3319.855,-0.001168423
3319.734,-0.001166771
3319.614,-0.001173281
3319.493,-0.001186135
3319.373,-0.001201401
3319.252,-0.001214419
3319.132,-0.001221391
3319.011,-0.001219838
3318.891,-0.001208373
3318.77,-0.001186961
3318.65,-0.001155932
3318.529,-0.001116308
3318.409,-0.001070499
3318.288,-0.001022439
3318.168,-0.0009783064
3318.047,-0.0009448489
3317.927,-0.0009288135
3317.806,-0.0009335415
3317.686,-0.0009578751
3317.565,-0.0009952986
3317.444,-0.001035925
3317.324,-0.001069574
3317.203,-0.001087389
3317.083,-0.00108534
3316.962,-0.001063757
3316.842,-0.001027496
3316.721,-0.0009833644
3316.601,-0.0009386001
3316.48,-0.0009008741
3316.36,-0.0008765373
3316.239,-0.0008709159
3316.119,-0.0008874494
3315.998,-0.0009257386
3315.877,-0.0009816784
3315.757,-0.001046139
3315.636,-0.001106856
3315.516,-0.001152792
3315.396,-0.001175561
3315.275,-0.001173941
3315.154,-0.00115418
3315.034,-0.001127577
3314.913,-0.00110636
3314.793,-0.001099419
3314.672,-0.001108872
3314.552,-0.001131147
3314.431,-0.001156692
3314.311,-0.001175924
3314.19,-0.001182401
3314.07,-0.001174305
3313.949,-0.001154841
3313.829,-0.001129494
3313.708,-0.001103716
3313.587,-0.001081241
3313.467,-0.001062864
3313.346,-0.001046701
3313.226,-0.00103024
3313.105,-0.001011365
3312.985,-0.0009895795
3312.864,-0.000965413
3312.744,-0.0009408153
3312.623,-0.000919225
3312.503,-0.0009041476
3312.382,-0.0008987579
3312.262,-0.0009052718
3312.141,-0.0009230935
3312.021,-0.0009481881
3311.9,-0.0009738103
3311.78,-0.0009919928
3311.659,-0.0009963895
3311.539,-0.0009844223
3311.418,-0.0009592637
3311.297,-0.000928582
3311.177,-0.0009026266
3311.056,-0.0008899955
3310.936,-0.0008942279
3310.815,-0.0009133727
3310.695,-0.0009410137
3310.574,-0.0009684876
3310.454,-0.0009893811
3310.333,-0.001001513
3310.213,-0.001006671
3310.092,-0.001009249
3309.972,-0.001013017
3309.851,-0.001018968
3309.73,-0.001025843
3309.61,-0.001030636
3309.49,-0.001031529
3309.369,-0.001028719
3309.249,-0.001025843
3309.128,-0.001027331
3309.007,-0.001036752
3308.887,-0.0010547
3308.766,-0.001078168
3308.646,-0.0011017
3308.525,-0.001119679
3308.405,-0.001127577
3308.284,-0.00112381
3308.164,-0.001109037
3308.043,-0.001085604
3307.923,-0.001055626
3307.802,-0.001021348
3307.682,-0.0009852819
3307.561,-0.0009506678
3307.44,-0.0009212419
3307.32,-0.0009016677
3307.199,-0.0008943602
3307.079,-0.0008994854
3306.958,-0.0009133396
3306.838,-0.0009299046
3306.717,-0.0009425676
3306.597,-0.0009468656
3306.476,-0.0009420386
3306.356,-0.0009307312
3306.235,-0.0009184315
3306.115,-0.0009097025
3305.994,-0.0009068259
3305.874,-0.0009092396
3305.753,-0.0009139348
3305.633,-0.0009175718
3305.512,-0.000917671
3305.392,-0.0009142985
3305.271,-0.0009089751
3305.15,-0.0009037839
3305.03,-0.0008996507
3304.909,-0.0008961127
3304.789,-0.0008919795
3304.668,-0.0008861929
3304.548,-0.0008782899
3304.427,-0.0008697254
3304.307,-0.0008624505
3304.186,-0.0008580523
3304.066,-0.0008572587
3303.945,-0.0008592759
3303.825,-0.0008622851
3303.704,-0.0008651951
3303.583,-0.0008673115
3303.463,-0.0008697916
3303.343,-0.0008740573
3303.222,-0.0008819603
3303.102,-0.0008947239
3302.981,-0.0009131743
3302.86,-0.0009371454
3302.74,-0.0009667354
3302.619,-0.001001811
3302.499,-0.001040751
3302.378,-0.001080845
3302.258,-0.001117828
3302.137,-0.001146282
3302.017,-0.001161748
3301.896,-0.001162739
3301.776,-0.001151272
3301.655,-0.00113346
3301.535,-0.001116572
3301.414,-0.001107649
3301.293,-0.001109764
3301.173,-0.001122455
3301.052,-0.001142151
3300.932,-0.001163929
3300.812,-0.001184582
3300.691,-0.001203846
3300.57,-0.001222977
3300.45,-0.00124366
3300.329,-0.001265696
3300.209,-0.00128575
3300.088,-0.001298006
3299.968,-0.001296288
3299.847,-0.001277193
3299.727,-0.001241215
3299.606,-0.00119347
3299.486,-0.00114192
3299.365,-0.001094627
3299.245,-0.001058237
3299.124,-0.001035496
3299.003,-0.00102624
3298.883,-0.001028587
3298.762,-0.001039991
3298.642,-0.001057344
3298.521,-0.001077242
3298.401,-0.001095652
3298.28,-0.001108012
3298.16,-0.001109929
3298.039,-0.001098858
3297.919,-0.001075424
3297.798,-0.001044189
3297.678,-0.001011265
3297.557,-0.0009834305
3297.437,-0.0009651816
3297.316,-0.0009575114
3297.196,-0.0009575114
3297.075,-0.0009612142
3296.955,-0.0009652477
3296.834,-0.0009683553
3296.713,-0.0009719259
3296.593,-0.0009790006
3296.472,-0.0009919597
3296.352,-0.001011629
3296.231,-0.001036124
3296.111,-0.001062236
3295.99,-0.001086926
3295.87,-0.001107913
3295.749,-0.001124801
3295.629,-0.00113802
3295.508,-0.001148166
3295.388,-0.001154742
3295.267,-0.001156758
3295.146,-0.001153024
3295.026,-0.001143638
3294.906,-0.001130519
3294.785,-0.001116572
3294.664,-0.001104873
3294.544,-0.001097172
3294.423,-0.001093239
3294.303,-0.001090661
3294.182,-0.001086992
3294.062,-0.001080382
3293.941,-0.001070731
3293.821,-0.001059757
3293.7,-0.001049709
3293.58,-0.001042073
3293.459,-0.001037115
3293.339,-0.001033644
3293.218,-0.001030736
3293.098,-0.001028058
3292.977,-0.00102667
3292.856,-0.001028521
3292.736,-0.001034834
3292.615,-0.001045015
3292.495,-0.001056981
3292.374,-0.001067161
3292.254,-0.001072879
3292.133,-0.001073606
3292.013,-0.001071954
3291.892,-0.001072383
3291.772,-0.001078465
3291.651,-0.001091851
3291.531,-0.00111059
3291.41,-0.001129792
3291.29,-0.001143903
3291.169,-0.00114886
3291.049,-0.001143837
3290.928,-0.00113151
3290.807,-0.001116374
3290.687,-0.001102625
3290.566,-0.001092875
3290.446,-0.001087554
3290.325,-0.001085373
3290.205,-0.001084976
3290.084,-0.001085373
3289.964,-0.001086364
3289.843,-0.001087191
3289.723,-0.001086199
3289.602,-0.001080746
3289.482,-0.001067558
3289.361,-0.001045148
3289.241,-0.001014836
3289.12,-0.0009812156
3289,-0.0009512629
3288.879,-0.0009310618
3288.759,-0.0009242838
3288.638,-0.0009302683
3288.517,-0.000944386
3288.397,-0.0009603878
3288.276,-0.0009728846
3288.156,-0.000979761
3288.035,-0.0009816784
3287.915,-0.0009813809
3287.794,-0.0009820751
3287.674,-0.0009853811
3287.553,-0.0009908357
3287.433,-0.0009965879
3287.312,-0.001001513
3287.192,-0.001005348
3287.071,-0.001009348
3286.95,-0.001015464
3286.83,-0.001024356
3286.709,-0.001034934
3286.589,-0.001044652
3286.469,-0.001050899
3286.348,-0.001051626
3286.227,-0.001047627
3286.107,-0.001041445
3285.986,-0.001036421
3285.866,-0.001035562
3285.745,-0.001039826
3285.625,-0.001049015
3285.504,-0.001061906
3285.384,-0.001078002
3285.263,-0.001097205
3285.143,-0.001119877
3285.022,-0.001144993
3284.902,-0.001168952
3284.781,-0.001186135
3284.66,-0.001190166
3284.54,-0.001176321
3284.419,-0.001144035
3284.299,-0.001097998
3284.178,-0.001047131
3284.058,-0.001000753
3283.937,-0.0009667354
3283.817,-0.0009481881
3283.696,-0.000943295
3283.576,-0.0009469648
3283.455,-0.0009537425
3283.335,-0.0009596604
3283.214,-0.0009634955
3283.094,-0.0009658758
3282.973,-0.0009678925
3282.853,-0.0009690826
3282.732,-0.0009676942
3282.612,-0.0009621069
3282.491,-0.0009513951
3282.37,-0.0009377736
3282.25,-0.0009246475
3282.129,-0.0009168444
3282.009,-0.0009172412
3281.888,-0.000925408
3281.768,-0.0009378066
3281.647,-0.0009496098
3281.527,-0.0009563543
3281.406,-0.0009568833
3281.286,-0.0009532796
3281.165,-0.000949742
3281.045,-0.0009510315
3280.924,-0.000959462
3280.803,-0.0009740416
3280.683,-0.0009912986
3280.563,-0.001007133
3280.442,-0.00101824
3280.322,-0.001023827
3280.201,-0.001025381
3280.08,-0.001025281
3279.96,-0.001025744
3279.839,-0.001027959
3279.719,-0.001031099
3279.598,-0.001034372
3279.478,-0.001036752
3279.357,-0.001037413
3279.237,-0.001036124
3279.116,-0.001031926
3278.996,-0.001023364
3278.875,-0.001008786
3278.755,-0.0009872654
3278.634,-0.0009597596
3278.513,-0.0009300699
3278.393,-0.000903354
3278.272,-0.0008855977
3278.152,-0.0008812328
3278.031,-0.000891219
3277.911,-0.0009132404
3277.79,-0.0009423031
3277.67,-0.0009728846
3277.549,-0.0009997945
3277.429,-0.001020323
3277.308,-0.001033116
3277.188,-0.00103814
3277.067,-0.00103576
3276.947,-0.001026306
3276.826,-0.001010604
3276.706,-0.0009906043
3276.585,-0.000969281
3276.465,-0.0009506678
3276.344,-0.0009386001
3276.223,-0.0009354261
3276.103,-0.0009409145
3275.982,-0.000952949
3275.862,-0.0009677933
3275.741,-0.0009821412
3275.621,-0.0009936456
3275.5,-0.001001976
3275.38,-0.001007861
3275.259,-0.001012356
3275.139,-0.00101629
3275.018,-0.001019331
3274.898,-0.001021182
3274.777,-0.001021447
3274.656,-0.001021348
3274.536,-0.001021612
3274.416,-0.001024587
3274.295,-0.001031529
3274.175,-0.001042768
3274.054,-0.001057642
3273.933,-0.001074532
3273.813,-0.001091653
3273.692,-0.001106525
3273.572,-0.001116737
3273.451,-0.001119679
3273.331,-0.00111297
3273.21,-0.001095883
3273.09,-0.001069838
3272.969,-0.00104009
3272.849,-0.001014736
3272.728,-0.001002737
3272.608,-0.00101153
3272.487,-0.001043594
3272.366,-0.00109433
3272.246,-0.00115309
3272.125,-0.001205861
3272.005,-0.001239497
3271.885,-0.001245246
3271.764,-0.001221853
3271.643,-0.001175428
3271.523,-0.001116671
3271.402,-0.00105741
3271.282,-0.001007927
3271.161,-0.0009749673
3271.041,-0.0009613134
3270.92,-0.0009669999
3270.8,-0.0009902407
3270.679,-0.001028157
3270.559,-0.001076548
3270.438,-0.001130056
3270.318,-0.001182302
3270.197,-0.001226876
3270.076,-0.001258197
3269.956,-0.001274319
3269.835,-0.001275905
3269.715,-0.001266291
3269.594,-0.00124964
3269.474,-0.001229387
3269.353,-0.00120791
3269.233,-0.001185209
3269.112,-0.00116145
3268.992,-0.001137293
3268.871,-0.00111416
3268.751,-0.001094792
3268.63,-0.001080481
3268.51,-0.001070665
3268.389,-0.001062567
3268.269,-0.001051494
3268.148,-0.001033578
3268.028,-0.001007299
3267.907,-0.0009743061
3267.786,-0.000939625
3267.666,-0.0009104299
3267.545,-0.0008923432
3267.425,-0.0008892019
3267.304,-0.0009012048
3267.184,-0.0009260362
3267.063,-0.0009599249
3266.943,-0.0009981085
3266.822,-0.001036388
3266.702,-0.001070499
3266.581,-0.001096081
3266.461,-0.001109334
3266.34,-0.001107682
3266.219,-0.001090331
3266.099,-0.001059261
3265.979,-0.001019067
3265.858,-0.0009760914
3265.738,-0.0009354922
3265.617,-0.0009014363
3265.496,-0.0008755784
3265.376,-0.0008575894
3265.255,-0.0008470404
3265.135,-0.0008441964
3265.014,-0.0008500497
3264.894,-0.0008658565
3264.773,-0.0008919795
3264.653,-0.000925937
3264.532,-0.0009633963
3264.412,-0.0009984061
3264.291,-0.001026339
3264.171,-0.001044519
3264.05,-0.001053576
3263.929,-0.001055626
3263.809,-0.001053841
3263.688,-0.001049378
3263.568,-0.001041545
3263.447,-0.00102786
3263.327,-0.001006505
3263.206,-0.0009772484
3263.086,-0.0009422039
3262.965,-0.000905338
3262.845,-0.0008712135
3262.724,-0.0008429067
3262.604,-0.0008217084
3262.483,-0.0008069583
3262.363,-0.0007981609
3262.242,-0.0007956143
3262.122,-0.0008007076
3262.001,-0.0008148625
3261.881,-0.0008382438
3261.76,-0.0008681713
3261.639,-0.0008994854
3261.519,-0.0009256725
3261.398,-0.0009421047
3261.278,-0.0009474277
3261.157,-0.000944386
3261.037,-0.0009386993
3260.916,-0.000936418
3260.796,-0.000941179
3260.675,-0.000953478
3260.555,-0.0009710002
3260.434,-0.000989877
3260.314,-0.001007861
3260.193,-0.001023761
3260.073,-0.001038999
3259.952,-0.001054039
3259.832,-0.001068021
3259.711,-0.00107754
3259.59,-0.001078531
3259.47,-0.001068252
3259.349,-0.001047362
3259.229,-0.001021513
3259.108,-0.0009982077
3258.988,-0.0009851496
3258.867,-0.0009863728
3258.747,-0.001000489
3258.626,-0.001021348
3258.506,-0.001041115
3258.385,-0.001053675
3258.265,-0.001057179
3258.144,-0.001054403
3258.024,-0.001050932
3257.903,-0.001052221
3257.782,-0.001061013
3257.662,-0.001075722
3257.542,-0.001092446
3257.421,-0.001106624
3257.3,-0.001115482
3257.18,-0.001119613
3257.059,-0.001121166
3256.939,-0.001123744
3256.818,-0.001129792
3256.698,-0.001140036
3256.577,-0.001154081
3256.457,-0.001171199
3256.336,-0.001191289
3256.216,-0.001214386
3256.095,-0.00123986
3255.975,-0.001265267
3255.854,-0.001285717
3255.733,-0.001294967
3255.613,-0.001287666
3255.492,-0.001262426
3255.372,-0.001222184
3255.251,-0.001174933
3255.131,-0.001130155
3255.01,-0.001096808
3254.89,-0.001078829
3254.769,-0.001075523
3254.649,-0.00108177
3254.528,-0.001091025
3254.408,-0.001097469
3254.287,-0.001098758
3254.167,-0.001095057
3254.046,-0.001088116
3253.926,-0.001079721
3253.805,-0.001069905
3253.685,-0.001057543
3253.564,-0.001041214
3253.443,-0.001020521
3253.323,-0.0009968523
3253.202,-0.0009729838
3253.082,-0.0009522216
3252.961,-0.0009373107
3252.841,-0.000929607
3252.72,-0.000929078
3252.6,-0.0009350294
3252.479,-0.000947064
3252.359,-0.0009654461
3252.238,-0.0009906704
3252.118,-0.001022637
3251.997,-0.001059823
3251.876,-0.001099287
3251.756,-0.00113693
3251.635,-0.001168621
3251.515,-0.001190926
3251.395,-0.001201995
3251.274,-0.001200707
3251.153,-0.001187622
3251.033,-0.001164292
3250.912,-0.00113389
3250.792,-0.001100775
3250.671,-0.001071127
3250.551,-0.001051296
3250.43,-0.001046701
3250.31,-0.001058799
3250.189,-0.001085505
3250.069,-0.001119943
3249.948,-0.001153916
3249.828,-0.001179691
3249.707,-0.00119347
3249.586,-0.001195982
3249.466,-0.001192182
3249.345,-0.001187589
3249.225,-0.001186399
3249.104,-0.001188613
3248.984,-0.001190529
3248.863,-0.00118663
3248.743,-0.00117295
3248.622,-0.001149157
3248.502,-0.001119381
3248.381,-0.001090925
3248.261,-0.001070499
3248.14,-0.001062236
3248.02,-0.001064616
3247.899,-0.001072945
3247.779,-0.001079721
3247.658,-0.001079126
3247.538,-0.001069177
3247.417,-0.001052122
3247.296,-0.001033644
3247.176,-0.001020059
3247.055,-0.001016092
3246.935,-0.001022339
3246.814,-0.001036388
3246.694,-0.00105232
3246.573,-0.001064484
3246.453,-0.001068649
3246.332,-0.001063658
3246.212,-0.001052188
3246.091,-0.001039264
3245.971,-0.001031727
3245.85,-0.001035297
3245.729,-0.001052386
3245.609,-0.001081671
3245.489,-0.001117233
3245.368,-0.001149521
3245.248,-0.001167795
3245.127,-0.001164193
3245.006,-0.001135905
3244.886,-0.00108653
3244.765,-0.001025182
3244.645,-0.0009646856
3244.524,-0.0009167783
3244.404,-0.0008889043
3244.283,-0.0008820264
3244.163,-0.0008911198
3244.042,-0.0009077517
3243.922,-0.0009225645
3243.801,-0.0009293095
3243.681,-0.0009258708
3243.56,-0.00091453
3243.439,-0.0008999483
3243.319,-0.0008871849
3243.198,-0.0008797449
3243.078,-0.0008792819
3242.958,-0.0008854324
3242.837,-0.0008972039
3242.716,-0.0009141001
3242.596,-0.0009363849
3242.475,-0.0009649501
3242.355,-0.00100039
3242.234,-0.001041809
3242.114,-0.0010861
3241.993,-0.001128106
3241.873,-0.001161616
3241.752,-0.001180187
3241.632,-0.00117946
3241.511,-0.001158608
3241.391,-0.001120769
3241.27,-0.001073243
3241.149,-0.001025843
3241.029,-0.0009886869
3240.908,-0.0009690826
3240.788,-0.0009699423
3240.667,-0.000988191
3240.547,-0.001016951
3240.426,-0.001046668
3240.306,-0.001068913
3240.185,-0.001079093
3240.065,-0.001077275
3239.944,-0.001067558
3239.824,-0.001055626
3239.703,-0.001046503
3239.583,-0.001042569
3239.462,-0.001042768
3239.342,-0.001044387
3239.221,-0.001044321
3239.101,-0.001041379
3238.98,-0.001037049
3238.859,-0.001035033
3238.739,-0.001039826
3238.618,-0.001055328
3238.498,-0.001082795
3238.377,-0.001121133
3238.257,-0.00116611
3238.136,-0.001212304
3238.016,-0.001252944
3237.895,-0.001281026
3237.775,-0.001290936
3237.654,-0.00127911
3237.534,-0.00124518
3237.413,-0.001192776
3237.292,-0.001130056
3237.172,-0.001067426
3237.052,-0.001015133
3236.931,-0.0009808519
3236.811,-0.0009673635
3236.69,-0.0009717605
3236.569,-0.0009871662
3236.449,-0.001004819
3236.328,-0.001017976
3236.208,-0.001022901
3236.087,-0.001019596
3235.967,-0.001009877
3235.846,-0.0009963895
3235.726,-0.0009801907
3235.605,-0.0009611812
3235.485,-0.000939096
3235.364,-0.0009148936
3235.244,-0.0008914173
3235.123,-0.0008736936
3235.002,-0.0008665178
3234.882,-0.0008725693
3234.761,-0.0008910536
3234.641,-0.000917109
3234.52,-0.0009440223
3234.4,-0.0009643881
3234.279,-0.0009738764
3234.159,-0.0009711985
3234.038,-0.0009587017
3233.918,-0.0009401871
3233.797,-0.0009203492
3233.677,-0.000903354
3233.556,-0.0008918472
3233.436,-0.0008873832
3233.315,-0.0008906568
3233.195,-0.000900775
3233.074,-0.000915588
3232.954,-0.0009310618
3232.833,-0.0009428321
3232.712,-0.0009476261
3232.592,-0.0009447497
3232.471,-0.0009369469
3232.351,-0.0009303674
3232.23,-0.0009319875
3232.11,-0.0009464028
3231.989,-0.0009732152
3231.869,-0.001007232
3231.748,-0.00104009
3231.628,-0.001063195
3231.507,-0.001072383
3231.387,-0.00106931
3231.266,-0.001061013
3231.146,-0.001056683
3231.025,-0.001063393
3230.905,-0.001083886
3230.784,-0.00111525
3230.663,-0.001151074
3230.543,-0.001185143
3230.422,-0.001213791
3230.302,-0.001237184
3230.181,-0.001258032
3230.061,-0.00127792
3229.94,-0.001296255
3229.82,-0.001308313
3229.699,-0.001307223
3229.579,-0.001287633
3229.458,-0.00124855
3229.338,-0.001194561
3229.217,-0.001135178
3229.097,-0.001081407
3228.976,-0.001041644
3228.855,-0.00101953
3228.735,-0.001013546
3228.615,-0.001018075
3228.494,-0.001026835
3228.373,-0.001034206
3228.253,-0.00103771
3228.132,-0.001036124
3228.012,-0.00103024
3227.891,-0.001020356
3227.771,-0.001007299
3227.65,-0.000992687
3227.53,-0.0009791328
